acousticness	analysis_url	danceability	duration_ms	energy	id	instrumentalness	key	liveness	loudness	mode	speechiness	tempo	time_signature	track_href	type	uri	valence	artist	title	rating
0.294	https://api.spotify.com/v1/audio-analysis/4hb8vXyMRLiu21o2jSjccs	0.283	232467.0	0.878	4hb8vXyMRLiu21o2jSjccs	0.0	2.0	0.383	-10.353	1.0	0.0798	134.247	4.0	https://api.spotify.com/v1/tracks/4hb8vXyMRLiu21o2jSjccs	audio_features	spotify:track:4hb8vXyMRLiu21o2jSjccs	0.167	R.E.M.	Departure - Live From The National Bowl, Milton Keynes / 1995	GOOD
0.32	https://api.spotify.com/v1/audio-analysis/7GbWgDE2Ae2QZAkLDzO4Lz	0.287	315133.0	0.948	7GbWgDE2Ae2QZAkLDzO4Lz	2.66e-05	7.0	0.887	-9.84	1.0	0.0874	94.123	4.0	https://api.spotify.com/v1/tracks/7GbWgDE2Ae2QZAkLDzO4Lz	audio_features	spotify:track:7GbWgDE2Ae2QZAkLDzO4Lz	0.347	R.E.M.	It's The End Of The World As We Know It (And I Feel Fine) - Live From The National Bowl, Milton Keynes / 1995	GOOD
0.0181	https://api.spotify.com/v1/audio-analysis/5i1PZu2yb6s3znZBoWaY5F	0.47	276333.0	0.808	5i1PZu2yb6s3znZBoWaY5F	0.00346	9.0	0.982	-10.904	0.0	0.0442	109.954	4.0	https://api.spotify.com/v1/tracks/5i1PZu2yb6s3znZBoWaY5F	audio_features	spotify:track:5i1PZu2yb6s3znZBoWaY5F	0.79	R.E.M.	Lotus - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.00196	https://api.spotify.com/v1/audio-analysis/5P1fiHQQ09xxa3PFjmbRDa	0.382	249387.0	0.898	5P1fiHQQ09xxa3PFjmbRDa	0.00018	2.0	0.978	-9.439	1.0	0.0762	106.85	4.0	https://api.spotify.com/v1/tracks/5P1fiHQQ09xxa3PFjmbRDa	audio_features	spotify:track:5P1fiHQQ09xxa3PFjmbRDa	0.571	R.E.M.	What's The Frequency, Kenneth? - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.00882	https://api.spotify.com/v1/audio-analysis/6UMTaDctlhylIYgY299a9p	0.4	287800.0	0.871	6UMTaDctlhylIYgY299a9p	0.000555	0.0	0.963	-9.572	1.0	0.051	109.781	4.0	https://api.spotify.com/v1/tracks/6UMTaDctlhylIYgY299a9p	audio_features	spotify:track:6UMTaDctlhylIYgY299a9p	0.516	R.E.M.	So Fast, So Numb - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.0124	https://api.spotify.com/v1/audio-analysis/6hpzpUwAxurxJjd0dfZUhu	0.273	276307.0	0.824	6hpzpUwAxurxJjd0dfZUhu	1.63e-05	9.0	0.968	-10.086	0.0	0.0666	133.359	4.0	https://api.spotify.com/v1/tracks/6hpzpUwAxurxJjd0dfZUhu	audio_features	spotify:track:6hpzpUwAxurxJjd0dfZUhu	0.339	R.E.M.	The Apologist - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.0874	https://api.spotify.com/v1/audio-analysis/0va5U1jfC6vzEJA7TOqih6	0.347	206947.0	0.768	0va5U1jfC6vzEJA7TOqih6	0.00795	0.0	0.729	-10.559	1.0	0.0567	122.577	4.0	https://api.spotify.com/v1/tracks/0va5U1jfC6vzEJA7TOqih6	audio_features	spotify:track:0va5U1jfC6vzEJA7TOqih6	0.568	R.E.M.	Fall On Me - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.0914	https://api.spotify.com/v1/audio-analysis/2tqfxzutmj0GKwqHJyVTbX	0.29	209773.0	0.532	2tqfxzutmj0GKwqHJyVTbX	1.18e-06	0.0	0.981	-12.736	1.0	0.038	122.506	4.0	https://api.spotify.com/v1/tracks/2tqfxzutmj0GKwqHJyVTbX	audio_features	spotify:track:2tqfxzutmj0GKwqHJyVTbX	0.22	R.E.M.	Daysleeper - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.00762	https://api.spotify.com/v1/audio-analysis/6oEVNYYGlcmGWRVTMdieG2	0.235	301213.0	0.929	6oEVNYYGlcmGWRVTMdieG2	0.162	7.0	0.969	-9.001	1.0	0.0908	139.732	4.0	https://api.spotify.com/v1/tracks/6oEVNYYGlcmGWRVTMdieG2	audio_features	spotify:track:6oEVNYYGlcmGWRVTMdieG2	0.457	R.E.M.	The Wake-Up Bomb - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.0334	https://api.spotify.com/v1/audio-analysis/5ylthxr4IQPvRuF81asCOh	0.174	207747.0	0.796	5ylthxr4IQPvRuF81asCOh	0.000756	4.0	0.927	-8.956	0.0	0.0658	140.564	4.0	https://api.spotify.com/v1/tracks/5ylthxr4IQPvRuF81asCOh	audio_features	spotify:track:5ylthxr4IQPvRuF81asCOh	0.579	R.E.M.	The One I Love - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.48	https://api.spotify.com/v1/audio-analysis/2zIZyLUbl2gxljDKo5JpCi	0.243	350680.0	0.441	2zIZyLUbl2gxljDKo5JpCi	0.521	7.0	0.857	-12.916	1.0	0.0317	134.107	4.0	https://api.spotify.com/v1/tracks/2zIZyLUbl2gxljDKo5JpCi	audio_features	spotify:track:2zIZyLUbl2gxljDKo5JpCi	0.293	R.E.M.	Sweetness Follows - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.156	https://api.spotify.com/v1/audio-analysis/1upumRlnQYH6VMsj9s3IFk	0.446	217747.0	0.469	1upumRlnQYH6VMsj9s3IFk	0.365	5.0	0.984	-12.184	1.0	0.0266	98.234	4.0	https://api.spotify.com/v1/tracks/1upumRlnQYH6VMsj9s3IFk	audio_features	spotify:track:1upumRlnQYH6VMsj9s3IFk	0.361	R.E.M.	At My Most Beautiful - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.0526	https://api.spotify.com/v1/audio-analysis/2msF1GUcVMvcGe0nzDJUhz	0.538	324160.0	0.918	2msF1GUcVMvcGe0nzDJUhz	0.00901	9.0	0.987	-9.492	0.0	0.0462	126.453	4.0	https://api.spotify.com/v1/tracks/2msF1GUcVMvcGe0nzDJUhz	audio_features	spotify:track:2msF1GUcVMvcGe0nzDJUhz	0.617	R.E.M.	Losing My Religion - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.0344	https://api.spotify.com/v1/audio-analysis/320ZfEJwn97jgE4ZXNakfA	0.113	407000.0	0.596	320ZfEJwn97jgE4ZXNakfA	0.142	2.0	0.974	-10.909	1.0	0.0416	179.336	3.0	https://api.spotify.com/v1/tracks/320ZfEJwn97jgE4ZXNakfA	audio_features	spotify:track:320ZfEJwn97jgE4ZXNakfA	0.304	R.E.M.	Everybody Hurts - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.025	https://api.spotify.com/v1/audio-analysis/7h3NtgPA7zR3dMk6bXkJ9C	0.257	257907.0	0.736	7h3NtgPA7zR3dMk6bXkJ9C	7.82e-05	9.0	0.815	-10.798	0.0	0.0596	134.656	4.0	https://api.spotify.com/v1/tracks/7h3NtgPA7zR3dMk6bXkJ9C	audio_features	spotify:track:7h3NtgPA7zR3dMk6bXkJ9C	0.291	R.E.M.	Walk Unafraid - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.00122	https://api.spotify.com/v1/audio-analysis/78rCv9eb2pZix1ez58B1kl	0.272	184760.0	0.905	78rCv9eb2pZix1ez58B1kl	0.000218	4.0	0.957	-9.827	0.0	0.0812	137.829	4.0	https://api.spotify.com/v1/tracks/78rCv9eb2pZix1ez58B1kl	audio_features	spotify:track:78rCv9eb2pZix1ez58B1kl	0.488	R.E.M.	Star 69 - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.0082	https://api.spotify.com/v1/audio-analysis/0OxCdsZ0wJt9y1GoT15BWE	0.348	262693.0	0.842	0OxCdsZ0wJt9y1GoT15BWE	0.00804	11.0	0.957	-10.637	1.0	0.0735	100.573	4.0	https://api.spotify.com/v1/tracks/0OxCdsZ0wJt9y1GoT15BWE	audio_features	spotify:track:0OxCdsZ0wJt9y1GoT15BWE	0.322	R.E.M.	Finest Worksong - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.0126	https://api.spotify.com/v1/audio-analysis/79SU3mxdJqdziZ8iseKARG	0.227	343707.0	0.768	79SU3mxdJqdziZ8iseKARG	0.0134	7.0	0.716	-10.248	1.0	0.0527	125.021	4.0	https://api.spotify.com/v1/tracks/79SU3mxdJqdziZ8iseKARG	audio_features	spotify:track:79SU3mxdJqdziZ8iseKARG	0.413	R.E.M.	Man On The Moon - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.758	https://api.spotify.com/v1/audio-analysis/3VOJumxhDXf7ZKDEbem60J	0.289	130987.0	0.285	3VOJumxhDXf7ZKDEbem60J	0.00942	2.0	0.881	-22.645	1.0	0.075	115.217	4.0	https://api.spotify.com/v1/tracks/3VOJumxhDXf7ZKDEbem60J	audio_features	spotify:track:3VOJumxhDXf7ZKDEbem60J	0.597	R.E.M.	Why Not Smile - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.00165	https://api.spotify.com/v1/audio-analysis/5lVINDjgZHL95lBaOGKubh	0.36	280133.0	0.863	5lVINDjgZHL95lBaOGKubh	0.138	7.0	0.941	-9.395	1.0	0.0372	111.071	4.0	https://api.spotify.com/v1/tracks/5lVINDjgZHL95lBaOGKubh	audio_features	spotify:track:5lVINDjgZHL95lBaOGKubh	0.502	R.E.M.	Crush With Eyeliner - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.407	https://api.spotify.com/v1/audio-analysis/32aBg74M1CpooTyyDJkZjj	0.462	319240.0	0.467	32aBg74M1CpooTyyDJkZjj	0.778	5.0	0.918	-13.532	1.0	0.0269	82.961	4.0	https://api.spotify.com/v1/tracks/32aBg74M1CpooTyyDJkZjj	audio_features	spotify:track:32aBg74M1CpooTyyDJkZjj	0.667	R.E.M.	Tongue - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.0572	https://api.spotify.com/v1/audio-analysis/3ihSojxGiH56P2U9QOdgjO	0.249	277347.0	0.729	3ihSojxGiH56P2U9QOdgjO	0.00616	2.0	0.789	-10.437	1.0	0.0446	125.556	4.0	https://api.spotify.com/v1/tracks/3ihSojxGiH56P2U9QOdgjO	audio_features	spotify:track:3ihSojxGiH56P2U9QOdgjO	0.524	R.E.M.	Cuyahoga - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.0713	https://api.spotify.com/v1/audio-analysis/7oYpzJ79R3RAJOfBvUKVjb	0.199	418387.0	0.921	7oYpzJ79R3RAJOfBvUKVjb	1.32e-06	7.0	0.21	-8.741	1.0	0.0716	108.695	4.0	https://api.spotify.com/v1/tracks/7oYpzJ79R3RAJOfBvUKVjb	audio_features	spotify:track:7oYpzJ79R3RAJOfBvUKVjb	0.26	R.E.M.	It's The End Of The World As We Know It (And I Feel Fine) - Live From Pyramid Stage, Glastonbury Festival / 1999	GOOD
0.747	https://api.spotify.com/v1/audio-analysis/618k2meiSMCqzdXMLJIMJk	0.345	47613.0	0.981	618k2meiSMCqzdXMLJIMJk	1.88e-05	2.0	0.981	-6.585	0.0	0.811	68.935	4.0	https://api.spotify.com/v1/tracks/618k2meiSMCqzdXMLJIMJk	audio_features	spotify:track:618k2meiSMCqzdXMLJIMJk	0.468	R.E.M.	Intro - Live From St. James’s Church, London / 2004	GOOD
0.0317	https://api.spotify.com/v1/audio-analysis/2t3PwRNAhqgPuDXl2CyeNh	0.459	313080.0	0.899	2t3PwRNAhqgPuDXl2CyeNh	9.38e-05	0.0	0.355	-7.618	1.0	0.061	109.874	4.0	https://api.spotify.com/v1/tracks/2t3PwRNAhqgPuDXl2CyeNh	audio_features	spotify:track:2t3PwRNAhqgPuDXl2CyeNh	0.411	R.E.M.	So Fast, So Numb - Live From St. James’s Church, London / 2004	GOOD
0.0334	https://api.spotify.com/v1/audio-analysis/1tYoDPclc9HezBo7Q17cq6	0.159	320827.0	0.807	1tYoDPclc9HezBo7Q17cq6	0.00545	4.0	0.967	-6.145	0.0	0.0528	163.238	4.0	https://api.spotify.com/v1/tracks/1tYoDPclc9HezBo7Q17cq6	audio_features	spotify:track:1tYoDPclc9HezBo7Q17cq6	0.242	R.E.M.	Boy In The Well - Live From St. James’s Church, London / 2004	GOOD
0.221	https://api.spotify.com/v1/audio-analysis/6KcnjO2FQabEYr4KhVRrNk	0.242	319000.0	0.563	6KcnjO2FQabEYr4KhVRrNk	0.735	4.0	0.732	-10.201	1.0	0.0354	78.166	4.0	https://api.spotify.com/v1/tracks/6KcnjO2FQabEYr4KhVRrNk	audio_features	spotify:track:6KcnjO2FQabEYr4KhVRrNk	0.425	R.E.M.	I Wanted To Be Wrong - Live From St. James’s Church, London / 2004	GOOD
0.183	https://api.spotify.com/v1/audio-analysis/5rd3fy6BxNcrwQYqB04WEW	0.309	309573.0	0.722	5rd3fy6BxNcrwQYqB04WEW	0.023	4.0	0.99	-8.044	0.0	0.0399	79.892	4.0	https://api.spotify.com/v1/tracks/5rd3fy6BxNcrwQYqB04WEW	audio_features	spotify:track:5rd3fy6BxNcrwQYqB04WEW	0.303	R.E.M.	E-Bow The Letter - Live From St. James’s Church, London / 2004	GOOD
0.0586	https://api.spotify.com/v1/audio-analysis/6IJTK6Y99RgoH2FdS1ISvy	0.279	302640.0	0.661	6IJTK6Y99RgoH2FdS1ISvy	0.0176	7.0	0.923	-12.931	1.0	0.0527	110.1	4.0	https://api.spotify.com/v1/tracks/6IJTK6Y99RgoH2FdS1ISvy	audio_features	spotify:track:6IJTK6Y99RgoH2FdS1ISvy	0.271	R.E.M.	Around The Sun - Live From St. James’s Church, London / 2004	GOOD
0.043	https://api.spotify.com/v1/audio-analysis/2u66YxaQhwhtcW3F2vUA7f	0.548	238667.0	0.842	2u66YxaQhwhtcW3F2vUA7f	0.000388	5.0	0.866	-7.236	1.0	0.0404	116.063	4.0	https://api.spotify.com/v1/tracks/2u66YxaQhwhtcW3F2vUA7f	audio_features	spotify:track:2u66YxaQhwhtcW3F2vUA7f	0.418	R.E.M.	Aftermath - Live From St. James’s Church, London / 2004	GOOD
0.026	https://api.spotify.com/v1/audio-analysis/75fXiZPpVXLQrfwun4O3hw	0.626	287573.0	0.913	75fXiZPpVXLQrfwun4O3hw	0.000527	9.0	0.984	-8.674	0.0	0.0396	126.912	4.0	https://api.spotify.com/v1/tracks/75fXiZPpVXLQrfwun4O3hw	audio_features	spotify:track:75fXiZPpVXLQrfwun4O3hw	0.466	R.E.M.	Losing My Religion - Live From St. James’s Church, London / 2004	GOOD
0.0449	https://api.spotify.com/v1/audio-analysis/14SYC6fuYvCLr6R5cQEuUE	0.193	310093.0	0.825	14SYC6fuYvCLr6R5cQEuUE	0.009	7.0	0.723	-8.64	1.0	0.113	135.265	4.0	https://api.spotify.com/v1/tracks/14SYC6fuYvCLr6R5cQEuUE	audio_features	spotify:track:14SYC6fuYvCLr6R5cQEuUE	0.176	R.E.M.	Walk Unafraid - Live From St. James’s Church, London / 2004	GOOD
0.024	https://api.spotify.com/v1/audio-analysis/2vBWr96WGZT24pntPr7kwV	0.326	288347.0	0.726	2vBWr96WGZT24pntPr7kwV	3.15e-05	7.0	0.97	-8.936	1.0	0.038	95.309	4.0	https://api.spotify.com/v1/tracks/2vBWr96WGZT24pntPr7kwV	audio_features	spotify:track:2vBWr96WGZT24pntPr7kwV	0.254	R.E.M.	Leaving New York - Live From St. James’s Church, London / 2004	GOOD
0.0125	https://api.spotify.com/v1/audio-analysis/7JGaxoTYPaGmdux8vQDWAw	0.411	275920.0	0.876	7JGaxoTYPaGmdux8vQDWAw	0.00015	7.0	0.776	-7.663	1.0	0.0643	131.93	4.0	https://api.spotify.com/v1/tracks/7JGaxoTYPaGmdux8vQDWAw	audio_features	spotify:track:7JGaxoTYPaGmdux8vQDWAw	0.308	R.E.M.	Imitation Of Life - Live From St. James’s Church, London / 2004	GOOD
0.0448	https://api.spotify.com/v1/audio-analysis/5AjlWF6guVs95pMCoK0q0v	0.271	334213.0	0.767	5AjlWF6guVs95pMCoK0q0v	0.00415	7.0	0.974	-8.145	1.0	0.0435	125.518	4.0	https://api.spotify.com/v1/tracks/5AjlWF6guVs95pMCoK0q0v	audio_features	spotify:track:5AjlWF6guVs95pMCoK0q0v	0.422	R.E.M.	Man On The Moon - Live From St. James’s Church, London / 2004	GOOD
0.333	https://api.spotify.com/v1/audio-analysis/5kGrJb74Z8XAs9p9QR54wq	0.962	189587.0	0.903	5kGrJb74Z8XAs9p9QR54wq	0.000264	0.0	0.376	-6.919	0.0	0.0747	120.013	4.0	https://api.spotify.com/v1/tracks/5kGrJb74Z8XAs9p9QR54wq	audio_features	spotify:track:5kGrJb74Z8XAs9p9QR54wq	0.94	Gwen Stefani	Wind It Up	GOOD
0.21	https://api.spotify.com/v1/audio-analysis/07K4GcCDSTiXUF5ssyTRUM	0.754	246467.0	0.769	07K4GcCDSTiXUF5ssyTRUM	0.0	1.0	0.155	-3.443	1.0	0.0345	119.946	4.0	https://api.spotify.com/v1/tracks/07K4GcCDSTiXUF5ssyTRUM	audio_features	spotify:track:07K4GcCDSTiXUF5ssyTRUM	0.738	Gwen Stefani	The Sweet Escape	GOOD
0.102	https://api.spotify.com/v1/audio-analysis/3d2GVhre3WpFkygNhEoaRs	0.801	203720.0	0.416	3d2GVhre3WpFkygNhEoaRs	0.0	6.0	0.0856	-8.173	0.0	0.16	155.981	4.0	https://api.spotify.com/v1/tracks/3d2GVhre3WpFkygNhEoaRs	audio_features	spotify:track:3d2GVhre3WpFkygNhEoaRs	0.864	Gwen Stefani	Orange County Girl	GOOD
0.13	https://api.spotify.com/v1/audio-analysis/5MY8rXqFkWtXF9KaAfXdr6	0.599	284787.0	0.799	5MY8rXqFkWtXF9KaAfXdr6	0.00205	11.0	0.102	-5.865	1.0	0.0313	111.993	4.0	https://api.spotify.com/v1/tracks/5MY8rXqFkWtXF9KaAfXdr6	audio_features	spotify:track:5MY8rXqFkWtXF9KaAfXdr6	0.431	Gwen Stefani	Early Winter	GOOD
0.0867	https://api.spotify.com/v1/audio-analysis/54ANYQi3UygXDYWIlolL8F	0.775	179933.0	0.704	54ANYQi3UygXDYWIlolL8F	3.4e-06	1.0	0.247	-4.07	0.0	0.223	98.498	4.0	https://api.spotify.com/v1/tracks/54ANYQi3UygXDYWIlolL8F	audio_features	spotify:track:54ANYQi3UygXDYWIlolL8F	0.756	Gwen Stefani	Now That You Got It	GOOD
0.221	https://api.spotify.com/v1/audio-analysis/2fczBEyVwwdRtspsT9kfvg	0.709	291107.0	0.818	2fczBEyVwwdRtspsT9kfvg	8.88e-05	5.0	0.111	-6.226	1.0	0.0333	92.406	4.0	https://api.spotify.com/v1/tracks/2fczBEyVwwdRtspsT9kfvg	audio_features	spotify:track:2fczBEyVwwdRtspsT9kfvg	0.482	Gwen Stefani	4 In The Morning	GOOD
0.14	https://api.spotify.com/v1/audio-analysis/2j8xtMNu9w0ITwJFO2vVzo	0.727	296560.0	0.673	2j8xtMNu9w0ITwJFO2vVzo	0.00137	1.0	0.189	-7.36	1.0	0.241	123.671	4.0	https://api.spotify.com/v1/tracks/2j8xtMNu9w0ITwJFO2vVzo	audio_features	spotify:track:2j8xtMNu9w0ITwJFO2vVzo	0.906	Gwen Stefani	Yummy	GOOD
0.00761	https://api.spotify.com/v1/audio-analysis/3NyyAyJi7nxzvCzKyP8aTe	0.813	258547.0	0.502	3NyyAyJi7nxzvCzKyP8aTe	0.0	0.0	0.0484	-7.052	1.0	0.0574	119.976	4.0	https://api.spotify.com/v1/tracks/3NyyAyJi7nxzvCzKyP8aTe	audio_features	spotify:track:3NyyAyJi7nxzvCzKyP8aTe	0.782	Gwen Stefani	Fluorescent	GOOD
0.0158	https://api.spotify.com/v1/audio-analysis/4ogKaORGln0aS4em6ZvULn	0.725	226360.0	0.55	4ogKaORGln0aS4em6ZvULn	4.88e-06	7.0	0.112	-7.291	1.0	0.0981	159.87	4.0	https://api.spotify.com/v1/tracks/4ogKaORGln0aS4em6ZvULn	audio_features	spotify:track:4ogKaORGln0aS4em6ZvULn	0.452	Gwen Stefani	Breakin' Up	GOOD
0.0147	https://api.spotify.com/v1/audio-analysis/1iLyY7Qoo5PIpXbeJnLUF6	0.715	216693.0	0.744	1iLyY7Qoo5PIpXbeJnLUF6	0.000533	11.0	0.352	-5.499	0.0	0.0567	97.002	4.0	https://api.spotify.com/v1/tracks/1iLyY7Qoo5PIpXbeJnLUF6	audio_features	spotify:track:1iLyY7Qoo5PIpXbeJnLUF6	0.303	Gwen Stefani	Don't Get It Twisted	GOOD
0.258	https://api.spotify.com/v1/audio-analysis/3ScxClj9W8O8ojnaBJF0JP	0.759	188280.0	0.659	3ScxClj9W8O8ojnaBJF0JP	0.0	0.0	0.263	-4.768	1.0	0.032	123.022	4.0	https://api.spotify.com/v1/tracks/3ScxClj9W8O8ojnaBJF0JP	audio_features	spotify:track:3ScxClj9W8O8ojnaBJF0JP	0.496	Gwen Stefani	U Started It	GOOD
0.153	https://api.spotify.com/v1/audio-analysis/6ZWTLOEB4g2glEnddLyLLq	0.598	238987.0	0.841	6ZWTLOEB4g2glEnddLyLLq	0.000349	9.0	0.148	-6.237	0.0	0.0316	110.016	4.0	https://api.spotify.com/v1/tracks/6ZWTLOEB4g2glEnddLyLLq	audio_features	spotify:track:6ZWTLOEB4g2glEnddLyLLq	0.613	Gwen Stefani	Wonderful Life	GOOD
0.268	https://api.spotify.com/v1/audio-analysis/3cAOhcvxJrB1Jc24tvc77P	0.667	204507.0	0.95	3cAOhcvxJrB1Jc24tvc77P	0.000154	7.0	0.964	-3.459	0.0	0.109	119.982	4.0	https://api.spotify.com/v1/tracks/3cAOhcvxJrB1Jc24tvc77P	audio_features	spotify:track:3cAOhcvxJrB1Jc24tvc77P	0.52	Gwen Stefani	Wind It Up - Harajuku Lovers Live Version	GOOD
0.0382	https://api.spotify.com/v1/audio-analysis/23DExviO7cU7uytDf0XekC	0.483	266733.0	0.848	23DExviO7cU7uytDf0XekC	2e-06	10.0	0.0714	-7.047	1.0	0.0503	143.252	4.0	https://api.spotify.com/v1/tracks/23DExviO7cU7uytDf0XekC	audio_features	spotify:track:23DExviO7cU7uytDf0XekC	0.715	No Doubt	Spiderwebs	GOOD
0.0052	https://api.spotify.com/v1/audio-analysis/52n1Hjoo4BLj06VVjmGGto	0.343	184733.0	0.958	52n1Hjoo4BLj06VVjmGGto	1.39e-06	5.0	0.646	-5.35	1.0	0.122	145.774	4.0	https://api.spotify.com/v1/tracks/52n1Hjoo4BLj06VVjmGGto	audio_features	spotify:track:52n1Hjoo4BLj06VVjmGGto	0.648	No Doubt	Excuse Me Mr.	GOOD
0.0863	https://api.spotify.com/v1/audio-analysis/1VA38sp5Jr6vWxgoIcnxKN	0.635	208400.0	0.907	1VA38sp5Jr6vWxgoIcnxKN	6.68e-05	11.0	0.166	-4.715	0.0	0.0497	107.994	4.0	https://api.spotify.com/v1/tracks/1VA38sp5Jr6vWxgoIcnxKN	audio_features	spotify:track:1VA38sp5Jr6vWxgoIcnxKN	0.778	No Doubt	Just A Girl	GOOD
0.00316	https://api.spotify.com/v1/audio-analysis/1Sx9PkF2aZ0R61SMGMOisg	0.403	222493.0	0.854	1Sx9PkF2aZ0R61SMGMOisg	4.08e-05	10.0	0.229	-5.494	1.0	0.0403	158.01	4.0	https://api.spotify.com/v1/tracks/1Sx9PkF2aZ0R61SMGMOisg	audio_features	spotify:track:1Sx9PkF2aZ0R61SMGMOisg	0.586	No Doubt	Happy Now?	GOOD
0.215	https://api.spotify.com/v1/audio-analysis/4VAB4kGccpFFGfANCv4c3k	0.614	274400.0	0.714	4VAB4kGccpFFGfANCv4c3k	0.0	1.0	0.0818	-5.83	0.0	0.0312	102.742	4.0	https://api.spotify.com/v1/tracks/4VAB4kGccpFFGfANCv4c3k	audio_features	spotify:track:4VAB4kGccpFFGfANCv4c3k	0.654	No Doubt	Different People	GOOD
0.005	https://api.spotify.com/v1/audio-analysis/7iWhmYuENc4Whvvv71EhhX	0.578	213267.0	0.806	7iWhmYuENc4Whvvv71EhhX	0.000553	7.0	0.313	-6.214	1.0	0.0299	119.007	4.0	https://api.spotify.com/v1/tracks/7iWhmYuENc4Whvvv71EhhX	audio_features	spotify:track:7iWhmYuENc4Whvvv71EhhX	0.807	No Doubt	Hey You	GOOD
0.081	https://api.spotify.com/v1/audio-analysis/3y34Ro7gOFpYEv41RbBLHt	0.558	396840.0	0.724	3y34Ro7gOFpYEv41RbBLHt	8.35e-06	7.0	0.115	-6.053	0.0	0.0256	97.265	3.0	https://api.spotify.com/v1/tracks/3y34Ro7gOFpYEv41RbBLHt	audio_features	spotify:track:3y34Ro7gOFpYEv41RbBLHt	0.37	No Doubt	The Climb	GOOD
0.0101	https://api.spotify.com/v1/audio-analysis/6GYpXbkBl0PrbTZqmbLwom	0.494	202200.0	0.931	6GYpXbkBl0PrbTZqmbLwom	3.49e-05	0.0	0.448	-5.981	1.0	0.0991	157.066	4.0	https://api.spotify.com/v1/tracks/6GYpXbkBl0PrbTZqmbLwom	audio_features	spotify:track:6GYpXbkBl0PrbTZqmbLwom	0.769	No Doubt	Sixteen	GOOD
0.0115	https://api.spotify.com/v1/audio-analysis/34vTFoYaYFJ6HRXoONcbdT	0.585	272173.0	0.794	34vTFoYaYFJ6HRXoONcbdT	1.57e-05	4.0	0.121	-5.395	1.0	0.0325	157.13	4.0	https://api.spotify.com/v1/tracks/34vTFoYaYFJ6HRXoONcbdT	audio_features	spotify:track:34vTFoYaYFJ6HRXoONcbdT	0.793	No Doubt	Sunday Morning	GOOD
0.258	https://api.spotify.com/v1/audio-analysis/7H8zey5My6uNdD2TxeCb9F	0.448	263000.0	0.719	7H8zey5My6uNdD2TxeCb9F	3.03e-05	5.0	0.15	-6.971	0.0	0.0385	76.006	4.0	https://api.spotify.com/v1/tracks/7H8zey5My6uNdD2TxeCb9F	audio_features	spotify:track:7H8zey5My6uNdD2TxeCb9F	0.571	No Doubt	Don't Speak	GOOD
0.214	https://api.spotify.com/v1/audio-analysis/2CPJFirbR4nTn4i7p3o5rJ	0.628	253933.0	0.859	2CPJFirbR4nTn4i7p3o5rJ	0.0	0.0	0.0684	-5.223	0.0	0.0439	125.835	4.0	https://api.spotify.com/v1/tracks/2CPJFirbR4nTn4i7p3o5rJ	audio_features	spotify:track:2CPJFirbR4nTn4i7p3o5rJ	0.96	No Doubt	You Can Do It	GOOD
0.158	https://api.spotify.com/v1/audio-analysis/4nym6VwN5oH6YXYwIiNgJA	0.55	248200.0	0.778	4nym6VwN5oH6YXYwIiNgJA	3.83e-05	7.0	0.426	-6.114	1.0	0.0461	146.551	4.0	https://api.spotify.com/v1/tracks/4nym6VwN5oH6YXYwIiNgJA	audio_features	spotify:track:4nym6VwN5oH6YXYwIiNgJA	0.748	No Doubt	World Go 'Round	GOOD
0.00554	https://api.spotify.com/v1/audio-analysis/6ITJjNgTcFtoYmC4xfDDRY	0.532	225800.0	0.652	6ITJjNgTcFtoYmC4xfDDRY	3.96e-05	0.0	0.0869	-8.473	1.0	0.0316	162.728	4.0	https://api.spotify.com/v1/tracks/6ITJjNgTcFtoYmC4xfDDRY	audio_features	spotify:track:6ITJjNgTcFtoYmC4xfDDRY	0.599	No Doubt	End It On This	GOOD
