ARTIST	TITLE	ACOUSTIC	DANCE	DURATION	ENERGY	INSTRUMENTAL	LIVE	LOUD	SPEECH	TEMPO	VALENCE	RATING
Paul McCartney	Flaming Pie - Live At Citi Field	0.0205	0.508	148503.0	0.627	0.000797	0.823	8.953	0.0283	113.04299999999999	0.451	GOOD
Paul McCartney	Got To Get You Into My Life - Live At Citi Field	0.0034799999999999996	0.466	171331.0	0.841	2.44e-05	0.972	8.394	0.0342	136.22899999999998	0.501	GOOD
Paul McCartney	Let Me Roll It - Live At Citi Field	0.00032	0.213	351377.0	0.748	0.001	0.43	8.123	0.0408	176.235	0.419	GOOD
Paul McCartney	Highway - Live At Citi Field	0.000782	0.488	234974.0	0.8759999999999999	0.0	0.981	7.7829999999999995	0.0357	124.641	0.19699999999999998	GOOD
Paul McCartney	The Long And Winding Road - Live At Citi Field	0.8740000000000001	0.45299999999999996	221082.0	0.366	0.00603	0.836	11.859000000000002	0.0251	73.03399999999999	0.27	GOOD
Paul McCartney	My Love - Live At Citi Field	0.8170000000000001	0.41600000000000004	233143.0	0.488	0.0153	0.975	10.466	0.0307	132.876	0.217	GOOD
Paul McCartney	Blackbird - Live At Citi Field	0.9420000000000001	0.49200000000000005	162975.0	0.151	2.8499999999999998e-05	0.9740000000000001	18.12	0.036000000000000004	175.687	0.606	GOOD
Paul McCartney	Here Today - Live At Citi Field	0.96	0.563	151789.0	0.0914	0.0	0.44799999999999995	18.58	0.0386	80.702	0.303	GOOD
Paul McCartney	Dance Tonight - Live At Citi Field	0.27	0.479	182035.0	0.58	1.09e-06	0.815	10.350999999999999	0.0371	171.601	0.746	GOOD
Paul McCartney	Calico Skies - Live At Citi Field	0.308	0.48700000000000004	159158.0	0.42100000000000004	0.0	0.968	12.509	0.0297	94.34200000000001	0.516	GOOD
Paul McCartney	Mrs. Vandebilt - Live At Citi Field	0.00573	0.45799999999999996	280159.0	0.826	1.1e-05	0.9570000000000001	8.042	0.0339	130.34799999999998	0.495	GOOD
Paul McCartney	Eleanor Rigby - Live At Citi Field	0.892	0.503	145317.0	0.374	0.0	0.596	11.365	0.031	129.464	0.5529999999999999	GOOD
Paul McCartney	Sing The Changes - Live At Citi Field	0.000299	0.39899999999999997	256552.0	0.835	6.75e-05	0.937	7.763999999999999	0.0355	125.5	0.306	GOOD
Paul McCartney	Band On The Run - Live At Citi Field	0.0034100000000000003	0.34	316322.0	0.6579999999999999	1.26e-06	0.905	8.97	0.0326	126.147	0.363	GOOD
Paul McCartney	Back In The USSR - Live At Citi Field	0.00253	0.295	187765.0	0.8690000000000001	4.95e-06	0.953	8.293	0.0397	137.218	0.473	GOOD
Paul McCartney	I’m Down - Live At Citi Field	0.00182	0.45	142914.0	0.848	0.000538	0.982	8.335	0.0344	85.74799999999999	0.623	GOOD
Paul McCartney	Something - Live At Citi Field	0.0667	0.436	247021.0	0.444	8.26e-06	0.977	11.967	0.0356	126.735	0.461	GOOD
Paul McCartney	I’ve Got A Feeling - Live At Citi Field	0.000168	0.235	350922.0	0.8190000000000001	0.0228	0.97	8.937000000000001	0.045	83.53	0.41600000000000004	GOOD
Paul McCartney	Paperback Writer - Live At Citi Field	0.0027600000000000003	0.37	208828.0	0.87	0.000259	0.9620000000000001	8.562000000000001	0.0509	168.275	0.536	GOOD
Paul McCartney	A Day In The Life/Give Peace A Chance - Live At Citi Field	0.0626	0.326	344002.0	0.513	2.18e-06	0.975	10.395	0.0296	79.135	0.204	GOOD
Paul McCartney	Let It Be - Live At Citi Field	0.45	0.462	234509.0	0.391	2.42e-05	0.978	11.685	0.0312	74.35	0.455	GOOD
Paul McCartney	Live And Let Die - Live At Citi Field	0.0115	0.32	193589.0	0.7120000000000001	0.0278	0.9690000000000001	9.868	0.0416	150.549	0.311	GOOD
Paul McCartney	Hey Jude - Live At Citi Field	0.17	0.361	443481.0	0.584	2.9199999999999998e-05	0.9440000000000001	10.152000000000001	0.0338	149.58700000000002	0.537	GOOD
Paul McCartney	Day Tripper - Live At Citi Field	0.000389	0.484	191947.0	0.743	1.56e-05	0.433	8.675	0.0315	140.048	0.551	GOOD
Paul McCartney	Lady Madonna - Live At Citi Field	0.0468	0.502	153085.0	0.775	1.93e-05	0.9670000000000001	8.782	0.0306	110.654	0.5	GOOD
Paul McCartney	I Saw Her Standing There - Live At Citi Field	0.00309	0.332	188516.0	0.903	0.0	0.971	8.36	0.0559	163.412	0.5660000000000001	GOOD
Paul McCartney	Yesterday - Live At Citi Field	0.8640000000000001	0.48	137275.0	0.19699999999999998	0.0	0.9790000000000001	14.985999999999999	0.0276	91.772	0.502	GOOD
Paul McCartney	Helter Skelter - Live At Citi Field	0.00449	0.336	232600.0	0.897	0.0	0.8170000000000001	7.6770000000000005	0.0601	83.992	0.184	GOOD
Paul McCartney	Get Back - Live At Citi Field	0.0199	0.5670000000000001	240109.0	0.768	6.08e-06	0.826	8.325	0.0372	128.082	0.39299999999999996	GOOD
Paul McCartney	Sgt. Pepper’s Lonely Hearts Club Band/The End - Live At Citi Field	0.000196	0.415	267991.0	0.8009999999999999	4.5799999999999995e-05	0.965	7.803	0.0385	129.05	0.36200000000000004	GOOD
Depeche Mode	Personal Jesus	0.0911	0.6729999999999999	224933.0	0.899	0.0172	0.0481	3.528	0.0434	129.885	0.7929999999999999	GOOD
Depeche Mode	Just Can't Get Enough	0.40299999999999997	0.7659999999999999	220893.0	0.772	0.0584	0.183	9.362	0.0353	128.166	0.92	GOOD
Depeche Mode	Everything Counts	0.14400000000000002	0.634	238733.0	0.732	1.4e-06	0.11900000000000001	8.99	0.0265	113.785	0.6679999999999999	GOOD
Depeche Mode	Enjoy the Silence	0.2	0.6629999999999999	255133.0	0.838	0.000177	0.0782	5.744	0.0286	112.788	0.752	GOOD
Depeche Mode	Shake the Disease	0.385	0.653	288600.0	0.647	0.00123	0.0682	8.869	0.0256	116.92	0.579	GOOD
Depeche Mode	See You	0.146	0.611	274920.0	0.648	0.218	0.0645	11.5	0.0276	139.512	0.938	GOOD
Depeche Mode	It's No Good	0.00848	0.601	358520.0	0.7559999999999999	0.0478	0.0824	6.48	0.0348	99.07799999999999	0.179	GOOD
Depeche Mode	Strangelove	0.044000000000000004	0.5660000000000001	225880.0	0.961	0.00106	0.35200000000000004	3.46	0.0354	118.988	0.866	GOOD
Depeche Mode	Suffer Well	0.00525	0.6729999999999999	229667.0	0.9159999999999999	0.10099999999999999	0.18100000000000002	4.42	0.0504	131.041	0.604	GOOD
Depeche Mode	Dream On	0.259	0.813	260107.0	0.56	0.0018	0.152	9.43	0.0404	128.001	0.624	GOOD
Depeche Mode	People Are People	0.0794	0.68	231960.0	0.8290000000000001	2.09e-06	0.327	7.305	0.0625	119.975	0.8140000000000001	GOOD
Depeche Mode	Martyr	0.00346	0.66	202120.0	0.8109999999999999	0.0105	0.0957	7.115	0.044000000000000004	120.93	0.831	GOOD
